,entity_name,filename,entity_type,snippet
428,heeren besvindh,NL-HaNA_1.04.02_6847_0062.txt,PERSON,oot agtb: heeren besvindh: der geoc
435,geregtig,NL-HaNA_1.04.02_6847_0062.txt,PERSON, daar toe geregtig zal of zu
436,mijne gedaene,NL-HaNA_1.04.02_6847_0062.txt,PERSON,"tateur op mijne gedaene af
vray
v"
439,egeses vermelt,NL-HaNA_1.04.02_6847_0756.txt,PERSON,"den hoofd egeses vermelt
slaat in "
440,woordigheijd van mijne Cenquen,NL-HaNA_1.04.02_6847_0756.txt,PERSON,"de tegens woordigheijd van mijne Cenquen Har
manus"
441,Samuel Alvis,NL-HaNA_1.04.02_6847_0756.txt,PERSON,Simogs en Samuel Alvis als getui
442,thien rijndt Jghod,NL-HaNA_1.04.02_6847_0756.txt,PERSON,zegel van thien rijndt Jghod atlestor/
443,r Anthonij Cornelis versprik,NL-HaNA_1.04.02_6847_0756.txt,PERSON,"den gel
m:r Anthonij Cornelis versprik en getuig"
444,"Ianuar
",NL-HaNA_1.04.02_6847_0756.txt,PERSON,"p den 29: Ianuar
1776. met "
445,Causul reservatoire,NL-HaNA_1.04.02_6847_0756.txt,PERSON,. met see Causul reservatoire verklaare
446,legatens,NL-HaNA_1.04.02_6847_0756.txt,PERSON,soodanige legatens als hier 
447,gespeciluceert,NL-HaNA_1.04.02_6847_0756.txt,PERSON, als hier gespeciluceert slaat reg
448,regtt,NL-HaNA_1.04.02_6847_0756.txt,PERSON,"ert slaat regtt,
Eersteli"
451,desao homeert,NL-HaNA_1.04.02_6847_0756.txt,PERSON," tweee
en desao homeert rine Vmed"
452,rine Vmede,NL-HaNA_1.04.02_6847_0756.txt,PERSON,o homeert rine Vmede van 487: 
453,Elisabeth Leilinger ook,NL-HaNA_1.04.02_6847_0756.txt,PERSON,Christina Elisabeth Leilinger ook Eeste gel
454,Patra,NL-HaNA_1.04.02_6847_0756.txt,PERSON,et nanten Patra van Balij
459,knegt der,NL-HaNA_1.04.02_6847_0756.txt,PERSON,"n meester knegt der smits
gez"
460,Martin Steiger,NL-HaNA_1.04.02_6847_0756.txt,PERSON,"
gezellen Martin Steiger Len Wille"
461,Len Willem Cornelis Constans,NL-HaNA_1.04.02_6847_0756.txt,PERSON,"n Steiger Len Willem Cornelis Constans ieder
Vij"
462,Vijfligt,NL-HaNA_1.04.02_6847_0756.txt,PERSON,"ans ieder
Vijfligt rd:s r 48"
464,mitsgs vooge,NL-HaNA_1.04.02_6847_0756.txt,PERSON,reddevaar mitsgs vooge voor de o
465,Willem Cornelis Conslansz,NL-HaNA_1.04.02_6847_0756.txt,PERSON,"oekt
mons Willem Cornelis Conslansz, boekhoud"
466,"Constans
Soo",NL-HaNA_1.04.02_6847_0756.txt,PERSON," aan gem: Constans
Soo meede als"
470,"Smittans
Dijt bepert den ondergeteekende sal",NL-HaNA_1.04.02_6847_0756.txt,PERSON," Hulhouij Smittans
Dijt bepert den ondergeteekende sal aan den m"
471,den maleijdse,NL-HaNA_1.04.02_6847_0756.txt,PERSON,"e sal aan den maleijdse vrouw
Vai"
472,huet den boedel,NL-HaNA_1.04.02_6847_0756.txt,PERSON,mijn doed huet den boedel aan haar 
478,Egbert Blomhert,NL-HaNA_1.04.02_6847_0756.txt,PERSON,r mij m:r Egbert Blomhert notaris p
482,Carel Pietersz,NL-HaNA_1.04.02_6847_0756.txt,PERSON," de Eers. Carel Pietersz
bortsman "
483,Pakhuijc,NL-HaNA_1.04.02_6847_0756.txt,PERSON, het louw Pakhuijc en Iuffro
484,helena magda,NL-HaNA_1.04.02_6847_0756.txt,PERSON," Iuffrouw helena magda„
„lena Go"
485,lena Goedhard,NL-HaNA_1.04.02_6847_0756.txt,PERSON,"a magda„
„lena Goedhard, Egtelied"
486,Egtelieden,NL-HaNA_1.04.02_6847_0756.txt,PERSON,"Goedhard, Egtelieden binnen de"
487,uitspraake,NL-HaNA_1.04.02_6847_0756.txt,PERSON,verwaarde uitspraake mij notar
488,gafeen,NL-HaNA_1.04.02_6847_0756.txt,PERSON,"te
kennen gafeen genegen t"
491,Pieter Hendrik Popijwoud,NL-HaNA_1.04.02_6847_0060.txt,PERSON,"de te
d
„
Pieter Hendrik Popijwoud hien Iaar"
494,Executeuren van deeser,NL-HaNA_1.04.02_6847_0060.txt,PERSON,"ateur tot Executeuren van deeser,
ƒ86
ment"
495,zijner begraffenisse,NL-HaNA_1.04.02_6847_0060.txt,PERSON,besorgers zijner begraffenisse item redd
498,klijne Beregts,NL-HaNA_1.04.02_6847_0060.txt,PERSON,"issen
van klijne Beregts en hinwel"
501,"Jan
",NL-HaNA_1.04.02_6847_0060.txt,PERSON,"in den E: Jan
om
Gerhard"
502,Gerhard Frost,NL-HaNA_1.04.02_6847_0060.txt,PERSON,"E: Jan
om
Gerhard Frost boekhoude"
503,zijne voorsz nalatensh,NL-HaNA_1.04.02_6847_0060.txt,PERSON," versoek

zijne voorsz nalatensh: tot een "
504,Cassa van ’t,NL-HaNA_1.04.02_6847_0060.txt,PERSON,tellen in Cassa van ’t Eerw Coll
511,genamen neevens,NL-HaNA_1.04.02_6847_0060.txt,PERSON,"erde bif„
genamen neevens hunne te "
518,heeren besindh,NL-HaNA_1.04.02_6847_0060.txt,PERSON,oot agtb: heeren besindh: der geoc
523,Jaun,NL-HaNA_1.04.02_6847_0060.txt,PERSON,orken aan Jaun wel Ed: g
524,uyf,NL-HaNA_1.04.02_6847_0060.txt,PERSON,"llen doen uyf tegren
va"
525,geregtig,NL-HaNA_1.04.02_6847_0060.txt,PERSON, daar toe geregtig zal of zu
526,mijne gedaene,NL-HaNA_1.04.02_6847_0060.txt,PERSON,"tateur op mijne gedaene afvrag
da"
528,Edcleert,NL-HaNA_1.04.02_6847_0060.txt,PERSON,"haar hoog Edcleert Jongstge
"
529,"Jongstge
",NL-HaNA_1.04.02_6847_0060.txt,PERSON," Edcleert Jongstge
nomene bes"
530,nomene besluijt,NL-HaNA_1.04.02_6847_0060.txt,PERSON," Jongstge
nomene besluijt ten opsig"
533,Christiaan Perdinant,NL-HaNA_1.04.02_6847_0079.txt,PERSON," bekend —
Christiaan Perdinant Cramer
Op"
534,Herman Scheltus,NL-HaNA_1.04.02_6847_0079.txt,PERSON,"r mij M:r Herman Scheltus Notaris
p"
537,Resideerende,NL-HaNA_1.04.02_6847_0079.txt,PERSON,"d Batavia Resideerende, present "
538,Christiaan Ferdinant Cramer,NL-HaNA_1.04.02_6847_0079.txt,PERSON,ijgen DE: Christiaan Ferdinant Cramer opperchir
544,prodato deeses,NL-HaNA_1.04.02_6847_0079.txt,PERSON,"e zijn
E: prodato deeses gemaakt o"
545,Iulij Jongstl,NL-HaNA_1.04.02_6847_0079.txt,PERSON,"p den 25. Iulij Jongstl:
voor mij"
546,kork alhier,NL-HaNA_1.04.02_6847_0079.txt,PERSON,Lutersche kork alhier tot onder
548,Leonora Abrahams,NL-HaNA_1.04.02_6847_0079.txt,PERSON,ten vrouw Leonora Abrahams door de w
549,Lea voor haere,NL-HaNA_1.04.02_6847_0079.txt,PERSON,amd Nonja Lea voor haere trouwe op
554,Hendrik Coenraad Sanders,NL-HaNA_1.04.02_6847_0079.txt,PERSON, den heer Hendrik Coenraad Sanders te Alkmaa
555,verschoo,NL-HaNA_1.04.02_6847_0079.txt,PERSON,"rs zuster verschoo„
ten, als"
556,Testateur,NL-HaNA_1.04.02_6847_0079.txt,PERSON,de den E: Testateur die somma
557,generaale Erfstelling,NL-HaNA_1.04.02_6847_0079.txt,PERSON,"ateur ter generaale Erfstelling advan„
ce"
558,advan,NL-HaNA_1.04.02_6847_0079.txt,PERSON,"fstelling advan„
ceerende"
561,"Lambertus
Gerardus Cramer",NL-HaNA_1.04.02_6847_0079.txt,PERSON,"n zoontje Lambertus
Gerardus Cramer oud omtre"
562,Testateurs,NL-HaNA_1.04.02_6847_0079.txt,PERSON,"alle
zijn Testateurs verdere n"
563,natelatene goederen zoo,NL-HaNA_1.04.02_6847_0079.txt,PERSON,s verdere natelatene goederen zoo roerende 
564,actien,NL-HaNA_1.04.02_6847_0079.txt,PERSON,"nde, item actien en Credit"
565,Crediten,NL-HaNA_1.04.02_6847_0079.txt,PERSON,"actien en Crediten
Dog ingev"
566,Willem Otto Reitz,NL-HaNA_1.04.02_6847_0084.txt,PERSON,"stamenten
Willem Otto Reitz
N„o 25
e
"
570,Egbert Blomherf,NL-HaNA_1.04.02_6847_0084.txt,PERSON,"r mij M:r Egbert Blomherf, notaris "
573,Wilhelm Otto Reitz,NL-HaNA_1.04.02_6847_0084.txt,PERSON,"oemde
dE: Wilhelm Otto Reitz, Chirurgi"
575,Henrietta Hoffman,NL-HaNA_1.04.02_6847_0084.txt,PERSON,"r Iustina Henrietta Hoffman, Egtelied"
577,uijtspraake,NL-HaNA_1.04.02_6847_0084.txt,PERSON,verwaarde uijtspraake mij notar
579,natelatene,NL-HaNA_1.04.02_6847_0084.txt,PERSON,ver hunne natelatene goederen 
583,universeele Erfgenaam,NL-HaNA_1.04.02_6847_0084.txt,PERSON,eheele en universeele Erfgenaam of Erfgen
584,Erfgenaame,NL-HaNA_1.04.02_6847_0084.txt,PERSON,genaam of Erfgenaame te nomine
586,stervendes natelatene,NL-HaNA_1.04.02_6847_0084.txt,PERSON," de Eerst stervendes natelatene goederen
"
587,Crediten,NL-HaNA_1.04.02_6847_0084.txt,PERSON,"actien en Crediten, niets ui"
588,uijtgezondert,NL-HaNA_1.04.02_6847_0084.txt,PERSON,"en, niets uijtgezondert, Edog
ond"
590,Erfgenaam,NL-HaNA_1.04.02_6847_0084.txt,PERSON,"ar

meede Erfgenaam of Erfgen"
593,off bezorgster,NL-HaNA_1.04.02_6847_0084.txt,PERSON, bezorger off bezorgster van zijn 
595,mitsg,NL-HaNA_1.04.02_6847_0084.txt,PERSON,"enschaps, mitsg:s voogd o"
596,Codicillen,NL-HaNA_1.04.02_6847_0078.txt,PERSON,stamenten Codicillen en andere
597,ni werste,NL-HaNA_1.04.02_6847_0078.txt,PERSON,ingen van ni werste wille doo
598,nieuwes dissooneerende,NL-HaNA_1.04.02_6847_0078.txt,PERSON,"d,
Dus op nieuwes dissooneerende zoo verkl"
603,generaale,NL-HaNA_1.04.02_6847_0078.txt,PERSON,ede ter generaale dispositie 
604,Testateur,NL-HaNA_1.04.02_6847_0078.txt,PERSON,"aard
de Testateur geen asnog "
605,"dienvlg
",NL-HaNA_1.04.02_6847_0078.txt,PERSON,"bben en dienvlg
tot sijn Een"
606,sijn Eenige,NL-HaNA_1.04.02_6847_0078.txt,PERSON,"vlg
tot sijn Eenige algeheele e"
608,naarte,NL-HaNA_1.04.02_6847_0078.txt,PERSON,imen en naarte laten zoo r
609,uytgesondert,NL-HaNA_1.04.02_6847_0078.txt,PERSON,"en nets uytgesondert te nomine
e"
611,mons,NL-HaNA_1.04.02_6847_0078.txt,PERSON,tueeren mons: Jan Fred:k
612,Jan Fred,NL-HaNA_1.04.02_6847_0078.txt,PERSON,n mons: Jan Fred:k Freese bu
613,k Freese,NL-HaNA_1.04.02_6847_0078.txt,PERSON,an Fred:k Freese burger alhi
614,den Testateur,NL-HaNA_1.04.02_6847_0078.txt,PERSON,"ier die
den Testateur met Peclusi"
616,ut Executen deser,NL-HaNA_1.04.02_6847_0078.txt,PERSON,"d wierd ut Executen deser tes
mente e"
617,begravenis besorger,NL-HaNA_1.04.02_6847_0078.txt,PERSON,ente en begravenis besorger met de spec
619,sorge,NL-HaNA_1.04.02_6847_0078.txt,PERSON,voor al sorge hebben te d
620,uijtkragte,NL-HaNA_1.04.02_6847_0078.txt,PERSON,die hij uijtkragte dezes zal k
622,Eligeerden,NL-HaNA_1.04.02_6847_0078.txt,PERSON,ersoekt Eligeerden Constitueer
623,heeren bewindh,NL-HaNA_1.04.02_6847_0078.txt,PERSON,t agtb: heeren bewindh: der geactr
624,geactrooyeerde oost,NL-HaNA_1.04.02_6847_0078.txt,PERSON,"dh: der geactrooyeerde oost indischefo
"
625,kameramst,NL-HaNA_1.04.02_6847_0078.txt,PERSON,"efo
ter kameramst waar voor h"
626,den ontfangst,NL-HaNA_1.04.02_6847_0078.txt,PERSON,die tot den ontfangst zal wesen g
627,wesen gequalificeerd,NL-HaNA_1.04.02_6847_0078.txt,PERSON,"gst zal wesen gequalificeerd,
Laastelijk"
629,den Testateur,NL-HaNA_1.04.02_6847_0078.txt,PERSON,"ing van den Testateur sta
aan ’t "
633,nieune van woorde,NL-HaNA_1.04.02_6847_0023.txt,PERSON, als ofte nieune van woorde not woord
634,agtervolgt,NL-HaNA_1.04.02_6847_0023.txt,PERSON,ag werden agtervolgt en naarge
635,naargekomen amp,NL-HaNA_1.04.02_6847_0023.txt,PERSON,"rvolgt en naargekomen amp; zy
als T"
636,Testament Coditell,NL-HaNA_1.04.02_6847_0023.txt,PERSON,"p; zy
als Testament Coditell gifte ond"
639,huijse van den,NL-HaNA_1.04.02_6847_0023.txt,PERSON,seerd ten huijse van den heer tes„
641,Pieter Arons,NL-HaNA_1.04.02_6847_0023.txt,PERSON,"„
tie van Pieter Arons De moor d"
642,Sijmon Tho,NL-HaNA_1.04.02_6847_0023.txt,PERSON," Jonge en Sijmon Tho„
mas Crre"
644,Clercquen,NL-HaNA_1.04.02_6847_0023.txt,PERSON,s Crrelsz Clercquen als getui
646,Johan van Visvliet,NL-HaNA_1.04.02_6847_0023.txt,PERSON,getekend/ Johan van Visvliet nots:/ te
647,feses babnara,NL-HaNA_1.04.02_6847_0023.txt,PERSON,"ie vandin feses babnara
in d’ wee"
648,getekend Meyer,NL-HaNA_1.04.02_6847_0023.txt,PERSON,"1769 /was getekend Meyer secret:s
"
649,Reynier,NL-HaNA_1.04.02_6847_0023.txt,PERSON," secret:s
Reynier Stapel
He"
650,r Reijmer,NL-HaNA_1.04.02_6847_0023.txt,PERSON,"d: heer m:r Reijmer Capel
ond"
651,den E,NL-HaNA_1.04.02_6847_0023.txt,PERSON,sident in den E: agtb: Ra
652,agtb,NL-HaNA_1.04.02_6847_0023.txt,PERSON,in den E: agtb: Raod van
653,Hebbende den wel,NL-HaNA_1.04.02_6847_0023.txt,PERSON,"j bekend,
Hebbende den wel Ed:e heer"
654,heer Comp,NL-HaNA_1.04.02_6847_0023.txt,PERSON, wel Ed:e heer Comp:s zijn we
655,volko,NL-HaNA_1.04.02_6847_0023.txt,PERSON,"n wel Ed: volko„
men vers"
656,Codicillaire,NL-HaNA_1.04.02_6847_0023.txt,PERSON," wesen om Codicillaire te
dispon"
658,Casar van boegees,NL-HaNA_1.04.02_6847_0023.txt,PERSON, boezonen Casar van boegees iedermet 
660,Leo beijde van batavia,NL-HaNA_1.04.02_6847_0066.txt,PERSON,"roenie en Leo beijde van batavia en die
de"
661,Jason,NL-HaNA_1.04.02_6847_0066.txt,PERSON,"die
deese Jason en Manies"
662,Manies,NL-HaNA_1.04.02_6847_0066.txt,PERSON, Jason en Manies nog verde
663,Rosimond van Boegies,NL-HaNA_1.04.02_6847_0066.txt,PERSON,"
Slavinne Rosimond van Boegies met haar "
664,"Junia
van batavia",NL-HaNA_1.04.02_6847_0066.txt,PERSON,"ar dogter Junia
van batavia en verder"
665,krygene,NL-HaNA_1.04.02_6847_0066.txt,PERSON,verder te krygene kinderen 
667,tebe,NL-HaNA_1.04.02_6847_0066.txt,PERSON,"ive beirs tebe„
taalen e"
669,Tinia,NL-HaNA_1.04.02_6847_0066.txt,PERSON,"ar dogter Tinia van
Batav"
672,Leeder absol,NL-HaNA_1.04.02_6847_0066.txt,PERSON,t van hun Leeder absol te vrydom
674,sin,NL-HaNA_1.04.02_6847_0066.txt,PERSON,"eeren aan sin broeden
L"
675,Leendert Hendrik,NL-HaNA_1.04.02_6847_0066.txt,PERSON,"n broeden
Leendert Hendrik ver MeEr "
679,Excepto,NL-HaNA_1.04.02_6847_0066.txt,PERSON,als wolle Excepto goud Zilv
680,goud Zilver,NL-HaNA_1.04.02_6847_0066.txt,PERSON,e Excepto goud Zilver en Inweel
681,ra Sabina,NL-HaNA_1.04.02_6847_0066.txt,PERSON,"en vion S=ra Sabina Iansen
Pe"
682,Jan,NL-HaNA_1.04.02_6847_0066.txt,PERSON,"er
Iongen Jan: Boopsman"
683,Testateur,NL-HaNA_1.04.02_6847_0066.txt,PERSON,"aarde den
Testateur tot sijn "
684,umiverseele,NL-HaNA_1.04.02_6847_0066.txt,PERSON,eenige en umiverseele Erfgen: t
685,Anna Iacoba,NL-HaNA_1.04.02_6847_0066.txt,PERSON,met namen Anna Iacoba omtrent n
687,Anna Calistra,NL-HaNA_1.04.02_6847_0066.txt,PERSON,"ten
vrouw Anna Calistra abrhamsze"
688,natelatene Soo,NL-HaNA_1.04.02_6847_0066.txt,PERSON,"e verdere
natelatene Soo roerende "
689,"achen
",NL-HaNA_1.04.02_6847_0066.txt,PERSON," goederen achen
en Credite"
690,Crediten,NL-HaNA_1.04.02_6847_0066.txt,PERSON," achen
en Crediten niets uit"
692,nomineerende den,NL-HaNA_1.04.02_6847_0066.txt,PERSON,llende en nomineerende den testateur
693,mitsg,NL-HaNA_1.04.02_6847_0066.txt,PERSON,estamente mitsg:s besorge
694,sijn begravenisse,NL-HaNA_1.04.02_6847_0066.txt,PERSON,"rgers van sijn begravenisse iten
redd"
696,Erfgenaam,NL-HaNA_1.04.02_6847_0066.txt,PERSON,rderen en Erfgenaam De E: Joh
697,Joh,NL-HaNA_1.04.02_6847_0066.txt,PERSON,"aam De E: Joh:s
Pieter "
698,Pieter Habricius gesw,NL-HaNA_1.04.02_6847_0066.txt,PERSON," E: Joh:s
Pieter Habricius gesw: Clercq t"
699,Clercq,NL-HaNA_1.04.02_6847_0066.txt,PERSON,ius gesw: Clercq ter secre
702,Catharina,NL-HaNA_1.04.02_6847_0070.txt,PERSON," en JnW=m Catharina Cor
nelia"
703,"Cor
nelia",NL-HaNA_1.04.02_6847_0070.txt,PERSON,"Catharina Cor
nelia Abesten E"
704,Egtelieden,NL-HaNA_1.04.02_6847_0070.txt,PERSON,a Abesten Egtelieden woonende 
705,lichame,NL-HaNA_1.04.02_6847_0070.txt,PERSON,"esond van lichame dog
beijd"
706,"dog
beijde",NL-HaNA_1.04.02_6847_0070.txt,PERSON,"n lichame dog
beijde bij hun v"
708,natelatene,NL-HaNA_1.04.02_6847_0070.txt,PERSON,"r hunne natelatene goederen
te"
714,notari,NL-HaNA_1.04.02_6847_0070.txt,PERSON,"door
my not: behoorlyk was"
715,Clara van maccasser,NL-HaNA_1.04.02_6847_0070.txt,PERSON,vinne Clara van maccasser en haare te k
717,legatee,NL-HaNA_1.04.02_6847_0070.txt,PERSON,"en te legatee„
—
ren aan zi"
720,Vredende,NL-HaNA_1.04.02_6847_0070.txt,PERSON,"leder
Vredende als miter gen"
721,generaale,NL-HaNA_1.04.02_6847_0070.txt,PERSON,miter generaale dispositie zo
722,genegentheyd,NL-HaNA_1.04.02_6847_0070.txt,PERSON,de en genegentheyd tot den ander
723,langstleevende van hin beyden,NL-HaNA_1.04.02_6847_0070.txt,PERSON,"de
de langstleevende van hin beyden te nomineeren"
726,natelatene goederen zoo,NL-HaNA_1.04.02_6847_0070.txt,PERSON,vende natelatene goederen zoo roerende als 
727,crediten,NL-HaNA_1.04.02_6847_0070.txt,PERSON,en en crediten geen uytgeson
728,uytgesondert,NL-HaNA_1.04.02_6847_0070.txt,PERSON, geen uytgesondert des dat de la
731,huwelik,NL-HaNA_1.04.02_6847_0070.txt,PERSON," zaat huwelik zeven
welken "
732,natelaten uyt,NL-HaNA_1.04.02_6847_0070.txt,PERSON,vende natelaten uyt te keeren de 
733,bij deesen,NL-HaNA_1.04.02_6847_0070.txt,PERSON,"rende bij deesen,
dog bij aldi"
734,afrijvig,NL-HaNA_1.04.02_6847_0070.txt,PERSON,ereld afrijvig mogte worden 
735,Tean,NL-HaNA_1.04.02_6847_0070.txt,PERSON, heer Tean Bouigont tot 
738,legitime,NL-HaNA_1.04.02_6847_0070.txt,PERSON,orsz: legitime portie die hi
740,Erfgenaam,NL-HaNA_1.04.02_6847_0070.txt,PERSON,"meede Erfgenaam te ensti„
tne"
742,bij desen,NL-HaNA_1.04.02_6847_0070.txt,PERSON,"eeren bij desen,
aftiermeeren"
743,Executtise van desen testamente,NL-HaNA_1.04.02_6847_0070.txt,PERSON,r off Executtise van desen testamente en van des ee
745,niskrogte deses,NL-HaNA_1.04.02_6847_0070.txt,PERSON,elver niskrogte deses te Ervene pen
749,Constitueert,NL-HaNA_1.04.02_6847_0070.txt,PERSON,rt en Constitueert hij met en be
750,David Johan Smijth,NL-HaNA_1.04.02_6847_0070.txt,PERSON," heer David Johan Smijth
opperkoopmn h"
751,geder int bijson,NL-HaNA_1.04.02_6847_0067.txt,PERSON,"samen als geder int bijson„
der, soo"
752,gezog,NL-HaNA_1.04.02_6847_0067.txt,PERSON,t magt en gezog als na re
753,assumeeren surrogeeren,NL-HaNA_1.04.02_6847_0067.txt,PERSON, te mogen assumeeren surrogeeren en substi
757,versoekt bligeerd,NL-HaNA_1.04.02_6847_0067.txt,PERSON,ene gagie versoekt bligeerd en Consti
758,heeren bewindhebberen der geoc,NL-HaNA_1.04.02_6847_0067.txt,PERSON,"oot agtb: heeren bewindhebberen der geoc„
trooijee"
760,ontfangst der selver sal,NL-HaNA_1.04.02_6847_0067.txt,PERSON,"s tot den ontfangst der selver sal wesen
geq"
761,besl,NL-HaNA_1.04.02_6847_0067.txt,PERSON,"laatste besl:
van haar h"
762,margine,NL-HaNA_1.04.02_6847_0067.txt,PERSON," zij in margine t
zij op de"
763,"memorien
",NL-HaNA_1.04.02_6847_0067.txt,PERSON,"apparte memorien
met alsulke "
765,Emancipatien van Lijfeijgenen,NL-HaNA_1.04.02_6847_0067.txt,PERSON,"Legaten Emancipatien van Lijfeijgenen en aan„
ste"
769,zoodanige kragt,NL-HaNA_1.04.02_6847_0067.txt,PERSON,"nde
van zoodanige kragt als off ’t "
770,inne woordelijk,NL-HaNA_1.04.02_6847_0067.txt,PERSON,"’t hier inne woordelijk stond ge
in"
773,dugdelijk voorgelesen,NL-HaNA_1.04.02_6847_0057.txt,PERSON,"teslateur dugdelijk voorgelesen
_
d
viang"
776,"nedens
",NL-HaNA_1.04.02_6847_0057.txt,PERSON,"en weesmn nedens
en alle
dE"
780,behoudene gagie,NL-HaNA_1.04.02_6847_0057.txt,PERSON,t de goed behoudene gagie versoekks
781,"versoekkslegeen
",NL-HaNA_1.04.02_6847_0057.txt,PERSON,"ene gagie versoekkslegeen
in Consice"
784,"uiyt
kragte deses",NL-HaNA_1.04.02_6847_0057.txt,PERSON,"geene die uiyt
kragte deses tot den o"
785,den ontfangst,NL-HaNA_1.04.02_6847_0057.txt,PERSON,deses tot den ontfangst zal wesen
786,wesen gequalificeerd,NL-HaNA_1.04.02_6847_0057.txt,PERSON,"angst zal wesen gequalificeerd.
Laasteli"
787,"Jacob
Basiaans",NL-HaNA_1.04.02_6847_0057.txt,PERSON,"wesen van Jacob
Basiaans en David "
788,David Ians,NL-HaNA_1.04.02_6847_0057.txt,PERSON,siaans en David Ians Johannes 
789,Johannes Zoon,NL-HaNA_1.04.02_6847_0057.txt,PERSON,avid Ians Johannes Zoon Clercgals
792,quod atsestor,NL-HaNA_1.04.02_6847_0057.txt,PERSON,derstond/ quod atsestor /was gete
794,P Bant,NL-HaNA_1.04.02_6847_0057.txt,PERSON,"ekend/
P: P Bant notaris
N"
795,Iunij,NL-HaNA_1.04.02_6847_0057.txt,PERSON,n den 10: Iunij 1769 Dirk
796,Dirk Topijn,NL-HaNA_1.04.02_6847_0057.txt,PERSON,"unij 1769 Dirk Topijn
Zes avond"
797,Matthias Diederik,NL-HaNA_1.04.02_6847_0057.txt,PERSON, voor mij Matthias Diederik van haak 
798,drik Sopin,NL-HaNA_1.04.02_6847_0057.txt,PERSON,"n b: len„
drik Sopin weester k"
799,knegt aer,NL-HaNA_1.04.02_6847_0057.txt,PERSON,n weester knegt aer boekbinde
803,uitterlijk,NL-HaNA_1.04.02_6847_0057.txt,PERSON,e zoo ons uitterlijk bleek dew
804,seraade,NL-HaNA_1.04.02_6847_0057.txt,PERSON,erklaarde seraade te zyn ge
806,dato deses,NL-HaNA_1.04.02_6847_0057.txt,PERSON,e hy voor dato deses mogte heb
807,deesen,NL-HaNA_1.04.02_6847_0057.txt,PERSON,n dan bij deesen op nieuw 
815,Iegenstaande,NL-HaNA_1.04.02_6847_0085.txt,PERSON,"ders niet Iegenstaande mijne
ged"
816,heeren bewindhebberen der geoctroijeerde,NL-HaNA_1.04.02_6847_0085.txt,PERSON,oot agtb: heeren bewindhebberen der geoctroijeerde oost indi
819,mijne gedaene,NL-HaNA_1.04.02_6847_0085.txt,PERSON,"teuren op mijne gedaene vrage, da"
820,geclucideert,NL-HaNA_1.04.02_6847_0085.txt,PERSON,stateuren geclucideert de bekome
822,Chris,NL-HaNA_1.04.02_6847_0085.txt,PERSON,"e van den Chris„
telijken"
823,duijdelijk voorgelesen,NL-HaNA_1.04.02_6847_0085.txt,PERSON,"stateuren duijdelijk voorgelesen, en
bij h"
824,Jnstrument,NL-HaNA_1.04.02_6847_0085.txt,PERSON,"j dat dit
Jnstrument na overli"
827,Carel Pieter Semoriak,NL-HaNA_1.04.02_6847_0085.txt,PERSON,heijd van Carel Pieter Semoriak en Iacobu
828,"Ieronimus
Hanibalsz",NL-HaNA_1.04.02_6847_0085.txt,PERSON,"n Iacobus Ieronimus
Hanibalsz. Clercken"
831,"Notaris
Nissel",NL-HaNA_1.04.02_6847_0085.txt,PERSON,"omherlt=s Notaris
Nissel
Martin
Op"
832,Herman Scheltus,NL-HaNA_1.04.02_6847_0085.txt,PERSON,r mij M:r Herman Scheltus notaris p
833,Nederlands Jndia,NL-HaNA_1.04.02_6847_0085.txt,PERSON,ringe van Nederlands Jndia geadmitte
834,Jan phreu,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"testateur Jan phreu„
der Ool "
837,onse Jongste dogter,NL-HaNA_1.04.02_6847_0034.txt,PERSON,d rd: aan onse Jongste dogter Christina
838,"Christina
Bastiana",NL-HaNA_1.04.02_6847_0034.txt,PERSON,"te dogter Christina
Bastiana Zo mede D"
839,Cornelis valentijn,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"sten zoon
Cornelis valentijn en nog dr"
841,Ioan willem,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"ten,
Zoon Ioan willem tot Een r"
842,Catharina,NL-HaNA_1.04.02_6847_0034.txt,PERSON,eertruyda Catharina en Wilhel
843,"Wilhelmina
",NL-HaNA_1.04.02_6847_0034.txt,PERSON,"harina en Wilhelmina
Elisabeth "
844,Elisabeth reets,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"ilhelmina
Elisabeth reets uit onsen"
845,Cas,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"te
dat in Cas een of me"
846,approbeerde,NL-HaNA_1.04.02_6847_0034.txt,PERSON,van een g’approbeerde staat kwa
850,Joan willem,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"sten zoon Joan willem dog
in Ca"
851,Cas deselve,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"em dog
in Cas deselve onmondig "
852,approbeerden Baot,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"n een ge„
approbeerden Baot kwame bes"
856,wys geduuren,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"gen onder wys geduuren
de hunne "
857,Erfportien kan Fourneeren,NL-HaNA_1.04.02_6847_0034.txt,PERSON,temeldene Erfportien kan Fourneeren; zal mijn
858,mijne huijs,NL-HaNA_1.04.02_6847_0034.txt,PERSON,"eren; zal mijne huijs„
vrouw Si"
